student_id,age,session_id,attempt_date,question_id,subject,question_text,student_answer,correct_answer,is_correct,time_taken
S184,7,Session6,2025-01-28,Q207,History,What wall fell in 1989 reuniting Germany?,Berlin Wall,Berlin Wall,1,12
S184,7,Session6,2025-01-28,Q208,Math,What is 9 × 4?,37,36,0,63
S184,7,Session6,2025-01-28,Q209,Science,What is the largest planet in our solar system?,"I'm not sure, maybe Jupiter",Jupiter,0,60
S184,7,Session6,2025-01-28,Q210,History,What ship famously sank in 1912?,Titanic,Titanic,1,99
S184,7,Session6,2025-01-28,Q211,History,What is the capital of France?,No idea,Paris,0,29
S184,7,Session7,2025-02-02,Q212,Science,What gas do plants breathe in that humans and animals breathe out?,"I'm not sure, maybe Carbon dioxide",Carbon dioxide,0,22
S184,7,Session7,2025-02-02,Q213,English,"Which is a verb: 'swim', 'blue', or 'quick'?",I'm guessing,swim,0,35
S184,7,Session7,2025-02-02,Q214,English,"Which is a verb: 'swim', 'blue', or 'quick'?",I'm guessing,swim,0,43
S184,7,Session7,2025-02-02,Q215,History,What is the capital of France?,Paris,Paris,1,113
S184,7,Session7,2025-02-02,Q216,Science,What force keeps us on the ground?,,Gravity,0,45
S184,7,Session7,2025-02-02,Q217,Math,What is 77 - 17?,60,60,1,22
S184,7,Session7,2025-02-02,Q218,Science,What vitamin do we get from sunlight?,Vitamin D,Vitamin D,1,31
S184,7,Session8,2025-02-06,Q219,Math,What is 10 × 5?,51,50,0,100
S184,7,Session8,2025-02-06,Q220,Math,What is 38 + 35?,73,73,1,93
S184,7,Session8,2025-02-06,Q221,Science,At what temperature (°C) does water freeze?,No idea,0,0,84
S184,7,Session8,2025-02-06,Q222,Math,What is 46 - 15?,32,31,0,7
S184,7,Session8,2025-02-06,Q223,English,What is the plural of 'child'?,I'm guessing,children,0,73
S184,7,Session8,2025-02-06,Q224,Math,What is 27 - 9?,16,18,0,23
S184,7,Session8,2025-02-06,Q225,Science,What is the largest planet in our solar system?,,Jupiter,0,84
S184,7,Session8,2025-02-06,Q226,Science,What is the largest planet in our solar system?,I don't know,Jupiter,0,94
S184,7,Session8,2025-02-06,Q227,English,Finish the proverb: 'A stitch in time saves ____.',-,nine,0,59
S184,7,Session8,2025-02-06,Q228,Math,What is 8 × 7?,56,56,1,91
S184,7,Session9,2025-02-07,Q229,Math,What is 2 × 9?,18,18,1,35
S184,7,Session9,2025-02-07,Q230,English,Finish the proverb: 'A stitch in time saves ____.',nine,nine,1,61
S184,7,Session9,2025-02-07,Q231,Science,What gas do plants breathe in that humans and animals breathe out?,,Carbon dioxide,0,72
S184,7,Session9,2025-02-07,Q232,English,What is a synonym for 'big'?,large,large,1,16
S184,7,Session9,2025-02-07,Q233,English,What do we call words that sound the same but have different meanings?,I'm guessing,homonyms,0,101
S184,7,Session9,2025-02-07,Q234,History,What ancient civilization built the pyramids?,"I'm not sure, maybe Egyptians",Egyptians,0,61
S184,7,Session9,2025-02-07,Q235,English,What do we call words that sound the same but have different meanings?,Homonyms,homonyms,1,23
S184,7,Session9,2025-02-07,Q236,Math,What is 41 - 17?,26,24,0,71
S184,7,Session9,2025-02-07,Q237,Science,What gas do plants breathe in that humans and animals breathe out?,"I'm not sure, maybe Carbon dioxide",Carbon dioxide,0,96
S184,7,Session9,2025-02-07,Q238,Science,What part of the plant conducts photosynthesis?,,Leaf,0,66
S184,7,Session10,2025-02-11,Q239,History,What wall fell in 1989 reuniting Germany?,Berlin Wall,Berlin Wall,1,63
S184,7,Session10,2025-02-11,Q240,Science,What natural satellite orbits the Earth?,I don't know,Moon,0,103
S184,7,Session10,2025-02-11,Q241,English,"Which is a verb: 'swim', 'blue', or 'quick'?",Swim,swim,1,57
S184,7,Session10,2025-02-11,Q242,English,What is the past tense of 'go'?,went,went,1,59
S184,7,Session10,2025-02-11,Q243,Math,What is 5 × 10?,50,50,1,50
S184,7,Session10,2025-02-11,Q244,English,What punctuation ends a question?,I'm guessing,question mark,0,49
S184,7,Session11,2025-02-11,Q245,Science,What organ pumps blood around the body?,Heart,Heart,1,73
S184,7,Session11,2025-02-11,Q246,Math,What is 4 × 7?,28,28,1,115
S184,7,Session11,2025-02-11,Q247,Math,What is 10 × 5?,50,50,1,5
S184,7,Session11,2025-02-11,Q248,Math,What is 9 × 12?,106,108,0,40
S184,7,Session11,2025-02-11,Q249,Math,What is 21 + 38?,59,59,1,32
S184,7,Session11,2025-02-11,Q250,Math,What is 7 × 3?,22,21,0,33
S184,7,Session11,2025-02-11,Q251,History,Who wrote the play 'Romeo and Juliet'?,No idea,William Shakespeare,0,61
S184,7,Session11,2025-02-11,Q252,Science,What force keeps us on the ground?,Gravity,Gravity,1,99
S184,7,Session12,2025-02-24,Q253,Science,What organ pumps blood around the body?,Heart,Heart,1,13
S184,7,Session12,2025-02-24,Q254,English,What do we call words that sound the same but have different meanings?,IDK,homonyms,0,110
S184,7,Session12,2025-02-24,Q255,Science,What force keeps us on the ground?,Gravity,Gravity,1,63
S184,7,Session12,2025-02-24,Q256,History,What wall fell in 1989 reuniting Germany?,Berlin Wall,Berlin Wall,1,43
S184,7,Session12,2025-02-24,Q257,Math,What is 30 + 14?,42,44,0,97
S184,7,Session12,2025-02-24,Q258,English,What punctuation ends a question?,question mark,question mark,1,110
S184,7,Session12,2025-02-24,Q259,Math,What is 4 × 8?,32,32,1,98
S184,7,Session13,2025-02-25,Q260,History,Who wrote the play 'Romeo and Juliet'?,"I'm not sure, maybe William Shakespeare",William Shakespeare,0,102
S184,7,Session13,2025-02-25,Q261,Math,What is 4 × 3?,11,12,0,14
S184,7,Session13,2025-02-25,Q262,History,Who was known as the Maid of Orléans?,I don't know,Joan of Arc,0,19
S184,7,Session13,2025-02-25,Q263,History,In which year did World War II end?,"I'm not sure, maybe 1945",1945,0,52
S184,7,Session13,2025-02-25,Q264,Math,What is 32 + 21?,55,53,0,12
S184,7,Session13,2025-02-25,Q265,English,What is a synonym for 'big'?,I'm guessing,large,0,73
S184,7,Session13,2025-02-25,Q266,History,In which year did World War II end?,"I'm not sure, maybe 1945",1945,0,101
S184,7,Session13,2025-02-25,Q267,Science,What is the largest planet in our solar system?,I don't know,Jupiter,0,104
S184,7,Session13,2025-02-25,Q268,English,What is the opposite of 'cold'?,-,hot,0,21
S184,7,Session13,2025-02-25,Q269,English,What is the opposite of 'cold'?,hot,hot,1,72
S184,7,Session14,2025-03-01,Q270,English,What is the past tense of 'go'?,-,went,0,95
S184,7,Session14,2025-03-01,Q271,English,"Which is a verb: 'swim', 'blue', or 'quick'?",I'm guessing,swim,0,50
S184,7,Session14,2025-03-01,Q272,Math,What is 10 × 7?,70,70,1,17
S184,7,Session14,2025-03-01,Q273,English,What is the opposite of 'cold'?,I'm guessing,hot,0,81
S184,7,Session14,2025-03-01,Q274,History,What is the capital of France?,"I'm not sure, maybe Paris",Paris,0,70
S184,7,Session15,2025-03-21,Q275,History,What wall fell in 1989 reuniting Germany?,,Berlin Wall,0,103
S184,7,Session15,2025-03-21,Q276,History,What ship famously sank in 1912?,Titanic,Titanic,1,83
S184,7,Session15,2025-03-21,Q277,Math,What is 25 + 34?,59,59,1,5
S184,7,Session15,2025-03-21,Q278,English,What punctuation ends a question?,I'm guessing,question mark,0,29
S184,7,Session15,2025-03-21,Q279,English,Finish the proverb: 'A stitch in time saves ____.',nine,nine,1,7
S184,7,Session16,2025-03-26,Q280,English,What is a synonym for 'big'?,large,large,1,21
S184,7,Session16,2025-03-26,Q281,Science,What planet is known as the Red Planet?,Mars,Mars,1,48
S184,7,Session16,2025-03-26,Q282,History,Who was known as the Maid of Orléans?,,Joan of Arc,0,71
S184,7,Session16,2025-03-26,Q283,History,What is the capital of France?,"I'm not sure, maybe Paris",Paris,0,63
S184,7,Session16,2025-03-26,Q284,Science,What planet is known as the Red Planet?,No idea,Mars,0,112
S184,7,Session16,2025-03-26,Q285,Math,What is 70 - 5?,66,65,0,58
S185,11,Session1,2025-01-02,Q286,Math,What is 87 - 11?,75,76,0,80
S185,11,Session1,2025-01-02,Q287,Math,What is 6 × 4?,24,24,1,70
S185,11,Session1,2025-01-02,Q288,Science,What force keeps us on the ground?,Gravity,Gravity,1,20
S185,11,Session1,2025-01-02,Q289,Science,What gas do plants breathe in that humans and animals breathe out?,,Carbon dioxide,0,55
S185,11,Session1,2025-01-02,Q290,Math,What is 10 × 3?,30,30,1,52
S185,11,Session2,2025-01-05,Q291,Science,At what temperature (°C) does water freeze?,0,0,1,92
S185,11,Session2,2025-01-05,Q292,English,Finish the proverb: 'A stitch in time saves ____.',nine,nine,1,62
S185,11,Session2,2025-01-05,Q293,Science,What organ pumps blood around the body?,Heart,Heart,1,104
S185,11,Session2,2025-01-05,Q294,English,What punctuation ends a question?,question mark,question mark,1,113
S185,11,Session2,2025-01-05,Q295,History,What ship famously sank in 1912?,Titanic,Titanic,1,46
S185,11,Session2,2025-01-05,Q296,English,What is the past tense of 'go'?,I'm guessing,went,0,42
S185,11,Session2,2025-01-05,Q297,History,Who was the first President of the United States?,George Washington,George Washington,1,14
S185,11,Session2,2025-01-05,Q298,Math,What is 7 × 6?,42,42,1,91
S185,11,Session2,2025-01-05,Q299,Math,What is 8 × 7?,58,56,0,63
S185,11,Session3,2025-01-17,Q300,Math,What is 38 - 8?,32,30,0,44
S185,11,Session3,2025-01-17,Q001,History,Who was known as the Maid of Orléans?,Joan of arc,Joan of Arc,1,90
S185,11,Session3,2025-01-17,Q002,History,What ancient civilization built the pyramids?,Egyptians,Egyptians,1,69
S185,11,Session3,2025-01-17,Q003,English,"Which word is an adjective: 'happy', 'run', or 'quickly'?",happy,happy,1,55
S185,11,Session3,2025-01-17,Q004,History,Who was known as the Maid of Orléans?,Joan of Arc,Joan of Arc,1,115
S185,11,Session3,2025-01-17,Q005,English,What punctuation ends a question?,I'm guessing,question mark,0,105
S185,11,Session3,2025-01-17,Q006,Science,What force keeps us on the ground?,,Gravity,0,42
S185,11,Session3,2025-01-17,Q007,Science,What natural satellite orbits the Earth?,,Moon,0,95
S185,11,Session4,2025-01-19,Q008,Math,What is 5 + 10?,15,15,1,6
S185,11,Session4,2025-01-19,Q009,History,What ancient civilization built the pyramids?,Egyptians,Egyptians,1,98
S185,11,Session4,2025-01-19,Q010,History,Which empire was ruled by Julius Caesar?,Roman Empire,Roman Empire,1,8
S185,11,Session4,2025-01-19,Q011,Math,What is 11 × 5?,55,55,1,79
S185,11,Session4,2025-01-19,Q012,History,Who was the first President of the United States?,,George Washington,0,79
S185,11,Session4,2025-01-19,Q013,Science,What is the largest planet in our solar system?,Jupiter,Jupiter,1,42
S185,11,Session4,2025-01-19,Q014,History,What ship famously sank in 1912?,"I'm not sure, maybe Titanic",Titanic,0,95
S185,11,Session5,2025-02-06,Q015,Science,What organ pumps blood around the body?,Heart,Heart,1,103
S185,11,Session5,2025-02-06,Q016,History,Who was known as the Maid of Orléans?,Joan of Arc,Joan of Arc,1,30
S185,11,Session5,2025-02-06,Q017,Science,What is the largest planet in our solar system?,Jupiter,Jupiter,1,5
S185,11,Session5,2025-02-06,Q018,Math,What is 8 × 11?,88,88,1,34
S185,11,Session5,2025-02-06,Q019,Science,What part of the plant conducts photosynthesis?,Leaf,Leaf,1,9
S185,11,Session5,2025-02-06,Q020,Math,What is 38 + 38?,76,76,1,15
S185,11,Session5,2025-02-06,Q021,Math,What is 41 + 24?,65,65,1,58
S185,11,Session5,2025-02-06,Q022,English,What do we call words that sound the same but have different meanings?,homonyms,homonyms,1,22
S185,11,Session6,2025-02-07,Q023,History,What ship famously sank in 1912?,Titanic,Titanic,1,54
S185,11,Session6,2025-02-07,Q024,English,What do we call words that sound the same but have different meanings?,homonyms,homonyms,1,60
S185,11,Session6,2025-02-07,Q025,Science,What is H2O commonly known as?,No idea,Water,0,95
S185,11,Session6,2025-02-07,Q026,Math,What is 65 - 16?,50,49,0,6
S185,11,Session6,2025-02-07,Q027,Math,What is 9 × 4?,36,36,1,5
S185,11,Session6,2025-02-07,Q028,History,What wall fell in 1989 reuniting Germany?,,Berlin Wall,0,76
S185,11,Session7,2025-02-07,Q029,History,What wall fell in 1989 reuniting Germany?,Berlin Wall,Berlin Wall,1,14
S185,11,Session7,2025-02-07,Q030,Math,What is 4 × 10?,40,40,1,41
S185,11,Session7,2025-02-07,Q031,English,What punctuation ends a question?,question mark,question mark,1,103
S185,11,Session7,2025-02-07,Q032,Math,What is 13 + 35?,46,48,0,32
S185,11,Session7,2025-02-07,Q033,Science,What is H2O commonly known as?,No idea,Water,0,92
S185,11,Session8,2025-02-14,Q034,Math,What is 35 - 19?,14,16,0,17
S185,11,Session8,2025-02-14,Q035,History,What is the capital of France?,Paris,Paris,1,19
S185,11,Session8,2025-02-14,Q036,History,What is the capital of France?,Paris,Paris,1,44
S185,11,Session8,2025-02-14,Q037,Science,At what temperature (°C) does water freeze?,I don't know,0,0,89
S185,11,Session8,2025-02-14,Q038,English,"Which word is an adjective: 'happy', 'run', or 'quickly'?",Happy,happy,1,5
S185,11,Session8,2025-02-14,Q039,History,What is the capital of France?,Paris,Paris,1,87
S185,11,Session8,2025-02-14,Q040,History,Who wrote the play 'Romeo and Juliet'?,No idea,William Shakespeare,0,116
S185,11,Session8,2025-02-14,Q041,Science,What part of the plant conducts photosynthesis?,"I'm not sure, maybe Leaf",Leaf,0,38
S185,11,Session9,2025-02-15,Q042,Science,What planet is known as the Red Planet?,Mars,Mars,1,69
S185,11,Session9,2025-02-15,Q043,Science,What vitamin do we get from sunlight?,"I'm not sure, maybe Vitamin D",Vitamin D,0,77
S185,11,Session9,2025-02-15,Q044,English,Finish the proverb: 'A stitch in time saves ____.',nine,nine,1,76
S185,11,Session9,2025-02-15,Q045,English,What punctuation ends a question?,question mark,question mark,1,25
S185,11,Session9,2025-02-15,Q046,Science,What is H2O commonly known as?,,Water,0,87
S185,11,Session10,2025-02-17,Q047,Math,What is 40 + 25?,63,65,0,17
S185,11,Session10,2025-02-17,Q048,History,Who was known as the Maid of Orléans?,Joan of Arc,Joan of Arc,1,19
S185,11,Session10,2025-02-17,Q049,Math,What is 42 - 5?,36,37,0,9
S185,11,Session10,2025-02-17,Q050,Science,What gas do plants breathe in that humans and animals breathe out?,Carbon dioxide,Carbon dioxide,1,7
S185,11,Session10,2025-02-17,Q051,Math,What is 43 + 9?,52,52,1,21
S185,11,Session10,2025-02-17,Q052,Math,What is 45 + 27?,72,72,1,78
S185,11,Session11,2025-02-19,Q053,Math,What is 5 × 8?,42,40,0,48
S185,11,Session11,2025-02-19,Q054,Science,What vitamin do we get from sunlight?,Vitamin D,Vitamin D,1,25
S185,11,Session11,2025-02-19,Q055,Science,What planet is known as the Red Planet?,Mars,Mars,1,66
S185,11,Session11,2025-02-19,Q056,English,What is the past tense of 'go'?,went,went,1,5
S185,11,Session11,2025-02-19,Q057,History,Who wrote the play 'Romeo and Juliet'?,,William Shakespeare,0,39
S185,11,Session12,2025-02-26,Q058,English,Finish the proverb: 'A stitch in time saves ____.',nine,nine,1,119
S185,11,Session12,2025-02-26,Q059,English,What is the past tense of 'go'?,went,went,1,5
S185,11,Session12,2025-02-26,Q060,Science,At what temperature (°C) does water freeze?,0,0,1,5
S185,11,Session12,2025-02-26,Q061,History,In which year did World War II end?,1945,1945,1,107
S185,11,Session12,2025-02-26,Q062,History,Who was known as the Maid of Orléans?,Joan of Arc,Joan of Arc,1,110
S185,11,Session12,2025-02-26,Q063,Science,What natural satellite orbits the Earth?,"I'm not sure, maybe Moon",Moon,0,11
S185,11,Session12,2025-02-26,Q064,Math,What is 88 - 5?,83,83,1,78
S185,11,Session13,2025-03-06,Q065,English,What is the opposite of 'cold'?,Hot,hot,1,97
S185,11,Session13,2025-03-06,Q066,Science,What planet is known as the Red Planet?,Mars,Mars,1,96
S185,11,Session13,2025-03-06,Q067,Science,What gas do plants breathe in that humans and animals breathe out?,"I'm not sure, maybe Carbon dioxide",Carbon dioxide,0,51
S185,11,Session13,2025-03-06,Q068,History,Who was known as the Maid of Orléans?,Joan of arc,Joan of Arc,1,67
S185,11,Session13,2025-03-06,Q069,Math,What is 100 - 12?,88,88,1,21
S185,11,Session13,2025-03-06,Q070,Science,What natural satellite orbits the Earth?,Moon,Moon,1,54
S185,11,Session13,2025-03-06,Q071,Science,What planet is known as the Red Planet?,Mars,Mars,1,53
S185,11,Session13,2025-03-06,Q072,Math,What is 13 + 47?,60,60,1,110
S185,11,Session13,2025-03-06,Q073,Science,At what temperature (°C) does water freeze?,0,0,1,89
S185,11,Session13,2025-03-06,Q074,English,What punctuation ends a question?,question mark,question mark,1,5
S185,11,Session14,2025-03-08,Q075,History,In which year did World War II end?,1945,1945,1,52
S185,11,Session14,2025-03-08,Q076,History,What wall fell in 1989 reuniting Germany?,Berlin Wall,Berlin Wall,1,9
S185,11,Session14,2025-03-08,Q077,English,Identify the noun in the sentence: 'The cat slept.',Cat,cat,1,92
S185,11,Session14,2025-03-08,Q078,History,What is the capital of France?,Paris,Paris,1,29
S185,11,Session14,2025-03-08,Q079,English,"Which word is an adjective: 'happy', 'run', or 'quickly'?",happy,happy,1,39
S185,11,Session14,2025-03-08,Q080,History,What wall fell in 1989 reuniting Germany?,Berlin Wall,Berlin Wall,1,37
S185,11,Session15,2025-03-15,Q081,Science,What gas do plants breathe in that humans and animals breathe out?,Carbon dioxide,Carbon dioxide,1,105
S185,11,Session15,2025-03-15,Q082,Science,What force keeps us on the ground?,"I'm not sure, maybe Gravity",Gravity,0,8
S185,11,Session15,2025-03-15,Q083,History,What wall fell in 1989 reuniting Germany?,Berlin Wall,Berlin Wall,1,45
S185,11,Session15,2025-03-15,Q084,English,Identify the noun in the sentence: 'The cat slept.',IDK,cat,0,40
S185,11,Session15,2025-03-15,Q085,English,What is the opposite of 'cold'?,Hot,hot,1,80
S185,11,Session15,2025-03-15,Q086,English,What is the opposite of 'cold'?,hot,hot,1,89
S185,11,Session15,2025-03-15,Q087,History,What ancient civilization built the pyramids?,Egyptians,Egyptians,1,5
S185,11,Session15,2025-03-15,Q088,History,Who discovered America in 1492?,Christopher Columbus,Christopher Columbus,1,7
S185,11,Session16,2025-03-22,Q089,Science,What vitamin do we get from sunlight?,Vitamin d,Vitamin D,1,38
S185,11,Session16,2025-03-22,Q090,English,"Which is a verb: 'swim', 'blue', or 'quick'?",swim,swim,1,82
S185,11,Session16,2025-03-22,Q091,English,What do we call words that sound the same but have different meanings?,I'm guessing,homonyms,0,71
S185,11,Session16,2025-03-22,Q092,Math,What is 3 × 2?,6,6,1,5
S185,11,Session16,2025-03-22,Q093,English,What is the past tense of 'go'?,went,went,1,95
S185,11,Session16,2025-03-22,Q094,Science,What part of the plant conducts photosynthesis?,Leaf,Leaf,1,38
S185,11,Session16,2025-03-22,Q095,Science,What gas do plants breathe in that humans and animals breathe out?,Carbon dioxide,Carbon dioxide,1,91
S185,11,Session16,2025-03-22,Q096,English,What is a synonym for 'big'?,large,large,1,18
S185,11,Session16,2025-03-22,Q097,Science,What is the largest planet in our solar system?,Jupiter,Jupiter,1,90
S185,11,Session17,2025-03-24,Q098,History,What is the capital of France?,Paris,Paris,1,52
S185,11,Session17,2025-03-24,Q099,English,What do we call words that sound the same but have different meanings?,homonyms,homonyms,1,24
S185,11,Session17,2025-03-24,Q100,History,What wall fell in 1989 reuniting Germany?,Berlin Wall,Berlin Wall,1,65
S185,11,Session17,2025-03-24,Q101,Math,What is 10 + 33?,43,43,1,39
S185,11,Session17,2025-03-24,Q102,Science,What force keeps us on the ground?,Gravity,Gravity,1,103
S185,11,Session17,2025-03-24,Q103,Math,What is 9 × 12?,108,108,1,101
S185,11,Session17,2025-03-24,Q104,History,What ancient civilization built the pyramids?,Egyptians,Egyptians,1,14
S185,11,Session17,2025-03-24,Q105,Math,What is 35 - 17?,18,18,1,17
S185,11,Session18,2025-03-31,Q106,Science,What gas do plants breathe in that humans and animals breathe out?,Carbon dioxide,Carbon dioxide,1,85
S185,11,Session18,2025-03-31,Q107,Science,What gas do plants breathe in that humans and animals breathe out?,Carbon dioxide,Carbon dioxide,1,95
S185,11,Session18,2025-03-31,Q108,History,What is the capital of France?,Paris,Paris,1,51
S185,11,Session18,2025-03-31,Q109,Science,What part of the plant conducts photosynthesis?,Leaf,Leaf,1,15
S185,11,Session18,2025-03-31,Q110,History,What ship famously sank in 1912?,Titanic,Titanic,1,63
S185,11,Session18,2025-03-31,Q111,English,"Which word is an adjective: 'happy', 'run', or 'quickly'?",happy,happy,1,84
S185,11,Session18,2025-03-31,Q112,English,What is the past tense of 'go'?,went,went,1,51
S185,11,Session18,2025-03-31,Q113,Science,What vitamin do we get from sunlight?,Vitamin D,Vitamin D,1,62
S186,9,Session1,2025-01-06,Q114,Science,At what temperature (°C) does water freeze?,"I'm not sure, maybe 0",0,0,8
S186,9,Session1,2025-01-06,Q115,Science,What natural satellite orbits the Earth?,Moon,Moon,1,102
S186,9,Session1,2025-01-06,Q116,English,What is the plural of 'child'?,children,children,1,59
S186,9,Session1,2025-01-06,Q117,Science,What planet is known as the Red Planet?,Mars,Mars,1,50
S186,9,Session1,2025-01-06,Q118,History,What is the capital of France?,Paris,Paris,1,89
S186,9,Session1,2025-01-06,Q119,Math,What is 68 - 18?,50,50,1,88
S186,9,Session1,2025-01-06,Q120,Math,What is 88 - 5?,83,83,1,5
S186,9,Session2,2025-01-06,Q121,Science,At what temperature (°C) does water freeze?,0,0,1,59
S186,9,Session2,2025-01-06,Q122,Science,What natural satellite orbits the Earth?,Moon,Moon,1,59
S186,9,Session2,2025-01-06,Q123,History,Who discovered America in 1492?,Christopher Columbus,Christopher Columbus,1,117
S186,9,Session2,2025-01-06,Q124,Science,What is the largest planet in our solar system?,Jupiter,Jupiter,1,87
S186,9,Session2,2025-01-06,Q125,History,Which empire was ruled by Julius Caesar?,Roman empire,Roman Empire,1,86
S186,9,Session2,2025-01-06,Q126,History,Who was the first President of the United States?,George Washington,George Washington,1,77
S186,9,Session2,2025-01-06,Q127,Science,What gas do plants breathe in that humans and animals breathe out?,Carbon dioxide,Carbon dioxide,1,98
S186,9,Session2,2025-01-06,Q128,History,What ancient civilization built the pyramids?,I don't know,Egyptians,0,38
S186,9,Session3,2025-01-21,Q129,Science,What vitamin do we get from sunlight?,"I'm not sure, maybe Vitamin D",Vitamin D,0,87
S186,9,Session3,2025-01-21,Q130,Science,What natural satellite orbits the Earth?,Moon,Moon,1,91
S186,9,Session3,2025-01-21,Q131,Science,What part of the plant conducts photosynthesis?,Leaf,Leaf,1,99
S186,9,Session3,2025-01-21,Q132,History,What ancient civilization built the pyramids?,Egyptians,Egyptians,1,93
S186,9,Session3,2025-01-21,Q133,Math,What is 50 + 35?,87,85,0,25
S186,9,Session3,2025-01-21,Q134,Science,What part of the plant conducts photosynthesis?,I don't know,Leaf,0,96
S186,9,Session3,2025-01-21,Q135,English,What is a synonym for 'big'?,IDK,large,0,116
S186,9,Session3,2025-01-21,Q136,English,What punctuation ends a question?,question mark,question mark,1,79
S186,9,Session4,2025-01-22,Q137,Math,What is 38 - 2?,36,36,1,9
S186,9,Session4,2025-01-22,Q138,History,Which empire was ruled by Julius Caesar?,Roman Empire,Roman Empire,1,80
S186,9,Session4,2025-01-22,Q139,English,What is the past tense of 'go'?,went,went,1,5
S186,9,Session4,2025-01-22,Q140,Math,What is 16 + 43?,59,59,1,77
S186,9,Session4,2025-01-22,Q141,Math,What is 7 × 7?,49,49,1,67
S186,9,Session5,2025-01-23,Q142,Science,What is the largest planet in our solar system?,Jupiter,Jupiter,1,5
S186,9,Session5,2025-01-23,Q143,Math,What is 79 - 3?,74,76,0,99
S186,9,Session5,2025-01-23,Q144,English,"Which word is an adjective: 'happy', 'run', or 'quickly'?",-,happy,0,81
S186,9,Session5,2025-01-23,Q145,History,Which empire was ruled by Julius Caesar?,Roman Empire,Roman Empire,1,33
S186,9,Session5,2025-01-23,Q146,Math,What is 26 + 41?,66,67,0,15
S186,9,Session5,2025-01-23,Q147,English,What is a synonym for 'big'?,large,large,1,63
S186,9,Session5,2025-01-23,Q148,History,Who wrote the play 'Romeo and Juliet'?,No idea,William Shakespeare,0,83
S186,9,Session5,2025-01-23,Q149,English,What is the past tense of 'go'?,went,went,1,80
S186,9,Session5,2025-01-23,Q150,Science,What planet is known as the Red Planet?,"I'm not sure, maybe Mars",Mars,0,22
S186,9,Session5,2025-01-23,Q151,English,"Which word is an adjective: 'happy', 'run', or 'quickly'?",happy,happy,1,8
S186,9,Session6,2025-01-31,Q152,English,What is the past tense of 'go'?,went,went,1,60
S186,9,Session6,2025-01-31,Q153,History,Who discovered America in 1492?,Christopher Columbus,Christopher Columbus,1,23
S186,9,Session6,2025-01-31,Q154,Math,What is 33 + 37?,71,70,0,7
S186,9,Session6,2025-01-31,Q155,English,"Which is a verb: 'swim', 'blue', or 'quick'?",Swim,swim,1,73
S186,9,Session6,2025-01-31,Q156,Science,What part of the plant conducts photosynthesis?,"I'm not sure, maybe Leaf",Leaf,0,81
S186,9,Session6,2025-01-31,Q157,Math,What is 61 - 18?,43,43,1,115
S186,9,Session6,2025-01-31,Q158,English,What do we call words that sound the same but have different meanings?,Homonyms,homonyms,1,14
S186,9,Session6,2025-01-31,Q159,Math,What is 34 - 17?,17,17,1,6
S186,9,Session6,2025-01-31,Q160,Science,What is H2O commonly known as?,I don't know,Water,0,102
S186,9,Session6,2025-01-31,Q161,English,Identify the noun in the sentence: 'The cat slept.',Cat,cat,1,79
S186,9,Session7,2025-02-10,Q162,Science,What gas do plants breathe in that humans and animals breathe out?,Carbon dioxide,Carbon dioxide,1,52
S186,9,Session7,2025-02-10,Q163,History,Who wrote the play 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,54
S186,9,Session7,2025-02-10,Q164,Math,What is 5 × 8?,40,40,1,97
S186,9,Session7,2025-02-10,Q165,Math,What is 11 × 7?,77,77,1,11
S186,9,Session7,2025-02-10,Q166,History,What ship famously sank in 1912?,Titanic,Titanic,1,61
S186,9,Session8,2025-02-13,Q167,Math,What is 41 - 14?,26,27,0,98
S186,9,Session8,2025-02-13,Q168,Science,What part of the plant conducts photosynthesis?,Leaf,Leaf,1,39
S186,9,Session8,2025-02-13,Q169,English,What is the past tense of 'go'?,IDK,went,0,25
S186,9,Session8,2025-02-13,Q170,Science,What is H2O commonly known as?,Water,Water,1,48
S186,9,Session8,2025-02-13,Q171,Math,What is 11 × 2?,22,22,1,95
S186,9,Session9,2025-02-16,Q172,History,What is the capital of France?,Paris,Paris,1,72
S186,9,Session9,2025-02-16,Q173,English,What do we call words that sound the same but have different meanings?,IDK,homonyms,0,54
S186,9,Session9,2025-02-16,Q174,English,"Which is a verb: 'swim', 'blue', or 'quick'?",swim,swim,1,77
S186,9,Session9,2025-02-16,Q175,Science,What is the largest planet in our solar system?,Jupiter,Jupiter,1,30
S186,9,Session9,2025-02-16,Q176,English,What is a synonym for 'big'?,large,large,1,15
S186,9,Session10,2025-02-17,Q177,History,Which empire was ruled by Julius Caesar?,Roman empire,Roman Empire,1,10
S186,9,Session10,2025-02-17,Q178,History,Who was known as the Maid of Orléans?,No idea,Joan of Arc,0,54
S186,9,Session10,2025-02-17,Q179,History,What ship famously sank in 1912?,Titanic,Titanic,1,74
S186,9,Session10,2025-02-17,Q180,History,Who was known as the Maid of Orléans?,Joan of Arc,Joan of Arc,1,88
S186,9,Session10,2025-02-17,Q181,History,Who was the first President of the United States?,"I'm not sure, maybe George Washington",George Washington,0,12
S186,9,Session11,2025-03-08,Q182,History,What ancient civilization built the pyramids?,"I'm not sure, maybe Egyptians",Egyptians,0,80
S186,9,Session11,2025-03-08,Q183,Science,What organ pumps blood around the body?,Heart,Heart,1,65
